title,content,url
Config::Extensions,-hashlookupofwhichcoreextensionswerebuilt.,https://perldoc.perl.org/5.32.0/Config/Extensions.html
Config::Perl::V,-Structureddataretrievalofperl-Voutput,https://perldoc.perl.org/5.32.0/Config/Perl/V.html
CPAN,"-query,downloadandbuildperlmodulesfromCPANsites",https://perldoc.perl.org/5.32.0/CPAN.html
CPAN::Debug,-internaldebuggingforCPAN.pm,https://perldoc.perl.org/5.32.0/CPAN/Debug.html
CPAN::Distroprefs,-readandmatchdistroprefs,https://perldoc.perl.org/5.32.0/CPAN/Distroprefs.html
CPAN::FirstTime,-UtilityforCPAN::ConfigfileInitialization,https://perldoc.perl.org/5.32.0/CPAN/FirstTime.html
CPAN::HandleConfig,-internalconfigurationhandlingforCPAN.pm,https://perldoc.perl.org/5.32.0/CPAN/HandleConfig.html
CPAN::Kwalify,-InterfacebetweenCPAN.pmandKwalify.pm,https://perldoc.perl.org/5.32.0/CPAN/Kwalify.html
CPAN::Meta,-thedistributionmetadataforaCPANdist,https://perldoc.perl.org/5.32.0/CPAN/Meta.html
CPAN::Meta::Converter,-ConvertCPANdistributionmetadatastructures,https://perldoc.perl.org/5.32.0/CPAN/Meta/Converter.html
CPAN::Meta::Feature,-anoptionalfeatureprovidedbyaCPANdistribution,https://perldoc.perl.org/5.32.0/CPAN/Meta/Feature.html
CPAN::Meta::History,-historyofCPANMetaSpecchanges,https://perldoc.perl.org/5.32.0/CPAN/Meta/History.html
CPAN::Meta::Merge,-MergingCPANMetafragments,https://perldoc.perl.org/5.32.0/CPAN/Meta/Merge.html
CPAN::Meta::Prereqs,-asetofdistributionprerequisitesbyphaseandtype,https://perldoc.perl.org/5.32.0/CPAN/Meta/Prereqs.html
CPAN::Meta::Requirements,-asetofversionrequirementsforaCPANdist,https://perldoc.perl.org/5.32.0/CPAN/Meta/Requirements.html
CPAN::Meta::Spec,-specificationforCPANdistributionmetadata,https://perldoc.perl.org/5.32.0/CPAN/Meta/Spec.html
CPAN::Meta::Validator,-validateCPANdistributionmetadatastructures,https://perldoc.perl.org/5.32.0/CPAN/Meta/Validator.html
CPAN::Meta::YAML,-ReadandwriteasubsetofYAMLforCPANMetafiles,https://perldoc.perl.org/5.32.0/CPAN/Meta/YAML.html
CPAN::Mirrors,-GetCPANmirrorinformationandselectafastone,https://perldoc.perl.org/5.32.0/CPAN/Mirrors.html
CPAN::Nox,-WrapperaroundCPAN.pmwithoutusinganyXSmodule,https://perldoc.perl.org/5.32.0/CPAN/Nox.html
CPAN::Plugin,-BaseclassforCPANshellextensions,https://perldoc.perl.org/5.32.0/CPAN/Plugin.html
CPAN::Plugin::Specfile,-ProofofconceptimplementationofatrivialCPAN::Plugin,https://perldoc.perl.org/5.32.0/CPAN/Plugin/Specfile.html
CPAN::Queue,-internalqueuesupportforCPAN.pm,https://perldoc.perl.org/5.32.0/CPAN/Queue.html
CPAN::Tarzip,-internalhandlingoftararchivesforCPAN.pm,https://perldoc.perl.org/5.32.0/CPAN/Tarzip.html
CPAN::Version,-utilityfunctionstocompareCPANversions,https://perldoc.perl.org/5.32.0/CPAN/Version.html
Cwd,-getpathnameofcurrentworkingdirectory,https://perldoc.perl.org/5.32.0/Cwd.html
Data::Dumper,"-stringifiedperldatastructures,suitableforbothprintingandeval",https://perldoc.perl.org/5.32.0/Data/Dumper.html
DB,-programmaticinterfacetothePerldebuggingAPI,https://perldoc.perl.org/5.32.0/DB.html
DBM_Filter,-FilterDBMkeys/values,https://perldoc.perl.org/5.32.0/DBM_Filter.html
DBM_Filter::compress,-filterforDBM_Filter,https://perldoc.perl.org/5.32.0/DBM_Filter/compress.html
DBM_Filter::encode,-filterforDBM_Filter,https://perldoc.perl.org/5.32.0/DBM_Filter/encode.html
DBM_Filter::int32,-filterforDBM_Filter,https://perldoc.perl.org/5.32.0/DBM_Filter/int32.html
DBM_Filter::null,-filterforDBM_Filter,https://perldoc.perl.org/5.32.0/DBM_Filter/null.html
DBM_Filter::utf8,-filterforDBM_Filter,https://perldoc.perl.org/5.32.0/DBM_Filter/utf8.html
Devel::Peek,-AdatadebuggingtoolfortheXSprogrammer,https://perldoc.perl.org/5.32.0/Devel/Peek.html
Devel::PPPort,-Perl/Pollution/Portability,https://perldoc.perl.org/5.32.0/Devel/PPPort.html
Devel::SelfStubber,-generatestubsforaSelfLoadingmodule,https://perldoc.perl.org/5.32.0/Devel/SelfStubber.html
Digest,-Modulesthatcalculatemessagedigests,https://perldoc.perl.org/5.32.0/Digest.html
Digest::base,-Digestbaseclass,https://perldoc.perl.org/5.32.0/Digest/base.html
Digest::file,-Calculatedigestsoffiles,https://perldoc.perl.org/5.32.0/Digest/file.html
Digest::MD5,-PerlinterfacetotheMD5Algorithm,https://perldoc.perl.org/5.32.0/Digest/MD5.html
Digest::SHA,-PerlextensionforSHA-1/224/256/384/512,https://perldoc.perl.org/5.32.0/Digest/SHA.html
DirHandle,-(obsolete)supplyobjectmethodsfordirectoryhandles,https://perldoc.perl.org/5.32.0/DirHandle.html
Dumpvalue,-providesscreendumpofPerldata.,https://perldoc.perl.org/5.32.0/Dumpvalue.html
DynaLoader,-DynamicallyloadClibrariesintoPerlcode,https://perldoc.perl.org/5.32.0/DynaLoader.html
Encode,-characterencodingsinPerl,https://perldoc.perl.org/5.32.0/Encode.html
Encode::Alias,-aliasdefinitionstoencodings,https://perldoc.perl.org/5.32.0/Encode/Alias.html
Encode::Byte,-SingleByteEncodings,https://perldoc.perl.org/5.32.0/Encode/Byte.html
Encode::CJKConstants,-InternallyusedbyEncode::??::ISO_2022_*,https://perldoc.perl.org/5.32.0/Encode/CJKConstants.html
Encode::CN,-China-basedChineseEncodings,https://perldoc.perl.org/5.32.0/Encode/CN.html
Encode::CN::HZ,-internallyusedbyEncode::CN,https://perldoc.perl.org/5.32.0/Encode/CN/HZ.html
Encode::Config,-internallyusedbyEncode,https://perldoc.perl.org/5.32.0/Encode/Config.html
Encode::EBCDIC,-EBCDICEncodings,https://perldoc.perl.org/5.32.0/Encode/EBCDIC.html
Encode::Encoder,-ObjectOrientedEncoder,https://perldoc.perl.org/5.32.0/Encode/Encoder.html
Encode::Encoding,-EncodeImplementationBaseClass,https://perldoc.perl.org/5.32.0/Encode/Encoding.html
Encode::GSM0338,-ESTIGSM03.38Encoding,https://perldoc.perl.org/5.32.0/Encode/GSM0338.html
Encode::Guess,-Guessesencodingfromdata,https://perldoc.perl.org/5.32.0/Encode/Guess.html
Encode::JP,-JapaneseEncodings,https://perldoc.perl.org/5.32.0/Encode/JP.html
Encode::JP::H2Z,-internallyusedbyEncode::JP::2022_JP*,https://perldoc.perl.org/5.32.0/Encode/JP/H2Z.html
Encode::JP::JIS7,-internallyusedbyEncode::JP,https://perldoc.perl.org/5.32.0/Encode/JP/JIS7.html
Encode::KR,-KoreanEncodings,https://perldoc.perl.org/5.32.0/Encode/KR.html
Encode::KR::2022_KR,-internallyusedbyEncode::KR,https://perldoc.perl.org/5.32.0/Encode/KR/2022_KR.html
Encode::MIME::Header,-MIMEencodingforanunstructuredemailheader,https://perldoc.perl.org/5.32.0/Encode/MIME/Header.html
Encode::MIME::Name,-internallyusedbyEncode,https://perldoc.perl.org/5.32.0/Encode/MIME/Name.html
Encode::Symbol,-SymbolEncodings,https://perldoc.perl.org/5.32.0/Encode/Symbol.html
Encode::TW,-Taiwan-basedChineseEncodings,https://perldoc.perl.org/5.32.0/Encode/TW.html
Encode::Unicode,-VariousUnicodeTransformationFormats,https://perldoc.perl.org/5.32.0/Encode/Unicode.html
Encode::Unicode::UTF7,-UTF-7encoding,https://perldoc.perl.org/5.32.0/Encode/Unicode/UTF7.html
English,-useniceEnglish(orawk)namesforuglypunctuationvariables,https://perldoc.perl.org/5.32.0/English.html
Env,-perlmodulethatimportsenvironmentvariablesasscalarsorarrays,https://perldoc.perl.org/5.32.0/Env.html
Errno,-Systemerrnoconstants,https://perldoc.perl.org/5.32.0/Errno.html
Exporter,-Implementsdefaultimportmethodformodules,https://perldoc.perl.org/5.32.0/Exporter.html
Exporter::Heavy,-Exporterguts,https://perldoc.perl.org/5.32.0/Exporter/Heavy.html
ExtUtils::CBuilder,-CompileandlinkCcodeforPerlmodules,https://perldoc.perl.org/5.32.0/ExtUtils/CBuilder.html
ExtUtils::CBuilder::Platform::Windows,-BuilderclassforWindowsplatforms,https://perldoc.perl.org/5.32.0/ExtUtils/CBuilder/Platform/Windows.html
ExtUtils::Command,-utilitiestoreplacecommonUNIXcommandsinMakefilesetc.,https://perldoc.perl.org/5.32.0/ExtUtils/Command.html
ExtUtils::Command::MM,-CommandsfortheMM'stouseinMakefiles,https://perldoc.perl.org/5.32.0/ExtUtils/Command/MM.html
ExtUtils::Constant,-generateXScodetoimportCheaderconstants,https://perldoc.perl.org/5.32.0/ExtUtils/Constant.html
ExtUtils::Constant::Base,-baseclassforExtUtils::Constantobjects,https://perldoc.perl.org/5.32.0/ExtUtils/Constant/Base.html
ExtUtils::Constant::Utils,-helperfunctionsforExtUtils::Constant,https://perldoc.perl.org/5.32.0/ExtUtils/Constant/Utils.html
ExtUtils::Constant::XS,-generateCcodeforXSmodules'constants.,https://perldoc.perl.org/5.32.0/ExtUtils/Constant/XS.html
ExtUtils::Embed,-UtilitiesforembeddingPerlinC/C++applications,https://perldoc.perl.org/5.32.0/ExtUtils/Embed.html
ExtUtils::Install,-installfilesfromheretothere,https://perldoc.perl.org/5.32.0/ExtUtils/Install.html
ExtUtils::Installed,-Inventorymanagementofinstalledmodules,https://perldoc.perl.org/5.32.0/ExtUtils/Installed.html
ExtUtils::Liblist,-determinelibrariestouseandhowtousethem,https://perldoc.perl.org/5.32.0/ExtUtils/Liblist.html
ExtUtils::MakeMaker,-CreateamoduleMakefile,https://perldoc.perl.org/5.32.0/ExtUtils/MakeMaker.html
ExtUtils::MakeMaker::Config,-WrapperaroundConfig.pm,https://perldoc.perl.org/5.32.0/ExtUtils/MakeMaker/Config.html
ExtUtils::MakeMaker::FAQ,-FrequentlyAskedQuestionsAboutMakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MakeMaker/FAQ.html
ExtUtils::MakeMaker::Locale,-bundledEncode::Locale,https://perldoc.perl.org/5.32.0/ExtUtils/MakeMaker/Locale.html
ExtUtils::MakeMaker::Tutorial,-WritingamodulewithMakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MakeMaker/Tutorial.html
ExtUtils::Manifest,-UtilitiestowriteandcheckaMANIFESTfile,https://perldoc.perl.org/5.32.0/ExtUtils/Manifest.html
ExtUtils::Miniperl,-writetheCcodeforminiperlmain.candperlmain.c,https://perldoc.perl.org/5.32.0/ExtUtils/Miniperl.html
ExtUtils::Mkbootstrap,-makeabootstrapfileforusebyDynaLoader,https://perldoc.perl.org/5.32.0/ExtUtils/Mkbootstrap.html
ExtUtils::Mksymlists,-writelinkeroptionsfilesfordynamicextension,https://perldoc.perl.org/5.32.0/ExtUtils/Mksymlists.html
ExtUtils::MM,-OSadjustedExtUtils::MakeMakersubclass,https://perldoc.perl.org/5.32.0/ExtUtils/MM.html
ExtUtils::MM_AIX,-AIXspecificsubclassofExtUtils::MM_Unix,https://perldoc.perl.org/5.32.0/ExtUtils/MM_AIX.html
ExtUtils::MM_Any,-Platform-agnosticMMmethods,https://perldoc.perl.org/5.32.0/ExtUtils/MM_Any.html
ExtUtils::MM_BeOS,-methodstooverrideUN*XbehaviourinExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_BeOS.html
ExtUtils::MM_Cygwin,-methodstooverrideUN*XbehaviourinExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_Cygwin.html
ExtUtils::MM_Darwin,-specialbehaviorsforOSX,https://perldoc.perl.org/5.32.0/ExtUtils/MM_Darwin.html
ExtUtils::MM_DOS,-DOSspecificsubclassofExtUtils::MM_Unix,https://perldoc.perl.org/5.32.0/ExtUtils/MM_DOS.html
ExtUtils::MM_MacOS,-onceproducedMakefilesforMacOSClassic,https://perldoc.perl.org/5.32.0/ExtUtils/MM_MacOS.html
ExtUtils::MM_NW5,-methodstooverrideUN*XbehaviourinExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_NW5.html
ExtUtils::MM_OS2,-methodstooverrideUN*XbehaviourinExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_OS2.html
ExtUtils::MM_QNX,-QNXspecificsubclassofExtUtils::MM_Unix,https://perldoc.perl.org/5.32.0/ExtUtils/MM_QNX.html
ExtUtils::MM_Unix,-methodsusedbyExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_Unix.html
ExtUtils::MM_UWIN,-U/WINspecificsubclassofExtUtils::MM_Unix,https://perldoc.perl.org/5.32.0/ExtUtils/MM_UWIN.html
ExtUtils::MM_VMS,-methodstooverrideUN*XbehaviourinExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_VMS.html
ExtUtils::MM_VOS,-VOSspecificsubclassofExtUtils::MM_Unix,https://perldoc.perl.org/5.32.0/ExtUtils/MM_VOS.html
ExtUtils::MM_Win32,-methodstooverrideUN*XbehaviourinExtUtils::MakeMaker,https://perldoc.perl.org/5.32.0/ExtUtils/MM_Win32.html
ExtUtils::MM_Win95,-methodtocustomizeMakeMakerforWin9X,https://perldoc.perl.org/5.32.0/ExtUtils/MM_Win95.html
ExtUtils::MY,-ExtUtils::MakeMakersubclassforcustomization,https://perldoc.perl.org/5.32.0/ExtUtils/MY.html
ExtUtils::Packlist,-manage.packlistfiles,https://perldoc.perl.org/5.32.0/ExtUtils/Packlist.html
ExtUtils::ParseXS,-convertsPerlXScodeintoCcode,https://perldoc.perl.org/5.32.0/ExtUtils/ParseXS.html
ExtUtils::ParseXS::Constants,-Initializationvaluesforsomeglobals,https://perldoc.perl.org/5.32.0/ExtUtils/ParseXS/Constants.html
ExtUtils::ParseXS::Eval,-Cleanpackagetoevaluatecodein,https://perldoc.perl.org/5.32.0/ExtUtils/ParseXS/Eval.html
ExtUtils::ParseXS::Utilities,-SubroutinesusedwithExtUtils::ParseXS,https://perldoc.perl.org/5.32.0/ExtUtils/ParseXS/Utilities.html
ExtUtils::testlib,-addblib/*directoriesto@INC,https://perldoc.perl.org/5.32.0/ExtUtils/testlib.html
ExtUtils::Typemaps,-Read/Write/ModifyPerl/XStypemapfiles,https://perldoc.perl.org/5.32.0/ExtUtils/Typemaps.html
ExtUtils::Typemaps::Cmd,-Quickcommandsforhandlingtypemaps,https://perldoc.perl.org/5.32.0/ExtUtils/Typemaps/Cmd.html
ExtUtils::Typemaps::InputMap,-EntryintheINPUTsectionofatypemap,https://perldoc.perl.org/5.32.0/ExtUtils/Typemaps/InputMap.html
ExtUtils::Typemaps::OutputMap,-EntryintheOUTPUTsectionofatypemap,https://perldoc.perl.org/5.32.0/ExtUtils/Typemaps/OutputMap.html
ExtUtils::Typemaps::Type,-EntryintheTYPEMAPsectionofatypemap,https://perldoc.perl.org/5.32.0/ExtUtils/Typemaps/Type.html
ExtUtils::XSSymSet,-keepsetsofsymbolnamespalatabletotheVMSlinker,https://perldoc.perl.org/5.32.0/ExtUtils/XSSymSet.html
Fatal,-Replacefunctionswithequivalentswhichsucceedordie,https://perldoc.perl.org/5.32.0/Fatal.html
Fcntl,-loadtheCFcntl.hdefines,https://perldoc.perl.org/5.32.0/Fcntl.html
File::Basename,"-Parsefilepathsintodirectory,filenameandsuffix.",https://perldoc.perl.org/5.32.0/File/Basename.html
File::Compare,-Comparefilesorfilehandles,https://perldoc.perl.org/5.32.0/File/Compare.html
File::Copy,-Copyfilesorfilehandles,https://perldoc.perl.org/5.32.0/File/Copy.html
File::DosGlob,-DOSlikeglobbingandthensome,https://perldoc.perl.org/5.32.0/File/DosGlob.html
File::Fetch,-Agenericfilefetchingmechanism,https://perldoc.perl.org/5.32.0/File/Fetch.html
File::Find,-Traverseadirectorytree.,https://perldoc.perl.org/5.32.0/File/Find.html
File::Glob,-PerlextensionforBSDglobroutine,https://perldoc.perl.org/5.32.0/File/Glob.html
File::GlobMapper,-ExtendFileGlobtoAllowInputandOutputFiles,https://perldoc.perl.org/5.32.0/File/GlobMapper.html
File::Path,-Createorremovedirectorytrees,https://perldoc.perl.org/5.32.0/File/Path.html
File::Spec,-portablyperformoperationsonfilenames,https://perldoc.perl.org/5.32.0/File/Spec.html
File::Spec::AmigaOS,-File::SpecforAmigaOS,https://perldoc.perl.org/5.32.0/File/Spec/AmigaOS.html
File::Spec::Cygwin,-methodsforCygwinfilespecs,https://perldoc.perl.org/5.32.0/File/Spec/Cygwin.html
File::Spec::Epoc,-methodsforEpocfilespecs,https://perldoc.perl.org/5.32.0/File/Spec/Epoc.html
File::Spec::Functions,-portablyperformoperationsonfilenames,https://perldoc.perl.org/5.32.0/File/Spec/Functions.html
File::Spec::Mac,-File::SpecforMacOS(Classic),https://perldoc.perl.org/5.32.0/File/Spec/Mac.html
File::Spec::OS2,-methodsforOS/2filespecs,https://perldoc.perl.org/5.32.0/File/Spec/OS2.html
File::Spec::Unix,"-File::SpecforUnix,baseforotherFile::Specmodules",https://perldoc.perl.org/5.32.0/File/Spec/Unix.html
File::Spec::VMS,-methodsforVMSfilespecs,https://perldoc.perl.org/5.32.0/File/Spec/VMS.html
File::Spec::Win32,-methodsforWin32filespecs,https://perldoc.perl.org/5.32.0/File/Spec/Win32.html
File::stat,-by-nameinterfacetoPerl'sbuilt-instat()functions,https://perldoc.perl.org/5.32.0/File/stat.html
File::Temp,-returnnameandhandleofatemporaryfilesafely,https://perldoc.perl.org/5.32.0/File/Temp.html
FileCache,-keepmorefilesopenthanthesystempermits,https://perldoc.perl.org/5.32.0/FileCache.html
FileHandle,-supplyobjectmethodsforfilehandles,https://perldoc.perl.org/5.32.0/FileHandle.html
Filter::Simple,-Simplifiedsourcefiltering,https://perldoc.perl.org/5.32.0/Filter/Simple.html
Filter::Util::Call,-PerlSourceFilterUtilityModule,https://perldoc.perl.org/5.32.0/Filter/Util/Call.html
FindBin,-Locatedirectoryoforiginalperlscript,https://perldoc.perl.org/5.32.0/FindBin.html
Getopt::Long,-Extendedprocessingofcommandlineoptions,https://perldoc.perl.org/5.32.0/Getopt/Long.html
Getopt::Std,-Processsingle-characterswitcheswithswitchclustering,https://perldoc.perl.org/5.32.0/Getopt/Std.html
Hash::Util,-Aselectionofgeneral-utilityhashsubroutines,https://perldoc.perl.org/5.32.0/Hash/Util.html
Hash::Util::FieldHash,-SupportforInside-OutClasses,https://perldoc.perl.org/5.32.0/Hash/Util/FieldHash.html
HTTP::Tiny,"-Asmall,simple,correctHTTP/1.1client",https://perldoc.perl.org/5.32.0/HTTP/Tiny.html
I18N::Collate,-compare8-bitscalardataaccordingtothecurrentlocale,https://perldoc.perl.org/5.32.0/I18N/Collate.html
I18N::Langinfo,-querylocaleinformation,https://perldoc.perl.org/5.32.0/I18N/Langinfo.html
I18N::LangTags,-functionsfordealingwithRFC3066-stylelanguagetags,https://perldoc.perl.org/5.32.0/I18N/LangTags.html
I18N::LangTags::Detect,-detecttheuser'slanguagepreferences,https://perldoc.perl.org/5.32.0/I18N/LangTags/Detect.html
I18N::LangTags::List,-tagsandnamesforhumanlanguages,https://perldoc.perl.org/5.32.0/I18N/LangTags/List.html
IO,-loadvariousIOmodules,https://perldoc.perl.org/5.32.0/IO.html
IO::Compress::Base,-BaseClassforIO::Compressmodules,https://perldoc.perl.org/5.32.0/IO/Compress/Base.html
IO::Compress::Bzip2,-Writebzip2files/buffers,https://perldoc.perl.org/5.32.0/IO/Compress/Bzip2.html
IO::Compress::Deflate,-WriteRFC1950files/buffers,https://perldoc.perl.org/5.32.0/IO/Compress/Deflate.html
IO::Compress::Gzip,-WriteRFC1952files/buffers,https://perldoc.perl.org/5.32.0/IO/Compress/Gzip.html
IO::Compress::RawDeflate,-WriteRFC1951files/buffers,https://perldoc.perl.org/5.32.0/IO/Compress/RawDeflate.html
IO::Compress::Zip,-Writezipfiles/buffers,https://perldoc.perl.org/5.32.0/IO/Compress/Zip.html
IO::Dir,-supplyobjectmethodsfordirectoryhandles,https://perldoc.perl.org/5.32.0/IO/Dir.html
IO::File,-supplyobjectmethodsforfilehandles,https://perldoc.perl.org/5.32.0/IO/File.html
IO::Handle,-supplyobjectmethodsforI/Ohandles,https://perldoc.perl.org/5.32.0/IO/Handle.html
IO::Pipe,-supplyobjectmethodsforpipes,https://perldoc.perl.org/5.32.0/IO/Pipe.html
IO::Poll,-Objectinterfacetosystempollcall,https://perldoc.perl.org/5.32.0/IO/Poll.html
IO::Seekable,-supplyseekbasedmethodsforI/Oobjects,https://perldoc.perl.org/5.32.0/IO/Seekable.html
IO::Select,-OOinterfacetotheselectsystemcall,https://perldoc.perl.org/5.32.0/IO/Select.html
IO::Socket,-Objectinterfacetosocketcommunications,https://perldoc.perl.org/5.32.0/IO/Socket.html
IO::Socket::INET,-ObjectinterfaceforAF_INETdomainsockets,https://perldoc.perl.org/5.32.0/IO/Socket/INET.html
IO::Socket::IP,-Family-neutralIPsocketsupportingbothIPv4andIPv6,https://perldoc.perl.org/5.32.0/IO/Socket/IP.html
IO::Socket::UNIX,-ObjectinterfaceforAF_UNIXdomainsockets,https://perldoc.perl.org/5.32.0/IO/Socket/UNIX.html
IO::Uncompress::AnyInflate,"-Uncompresszlib-based(zip,gzip)file/buffer",https://perldoc.perl.org/5.32.0/IO/Uncompress/AnyInflate.html
IO::Uncompress::AnyUncompress,"-Uncompressgzip,zip,bzip2,xz,lzma,lzip,lzforlzopfile/buffer",https://perldoc.perl.org/5.32.0/IO/Uncompress/AnyUncompress.html
IO::Uncompress::Base,-BaseClassforIO::Uncompressmodules,https://perldoc.perl.org/5.32.0/IO/Uncompress/Base.html
IO::Uncompress::Bunzip2,-Readbzip2files/buffers,https://perldoc.perl.org/5.32.0/IO/Uncompress/Bunzip2.html
IO::Uncompress::Gunzip,-ReadRFC1952files/buffers,https://perldoc.perl.org/5.32.0/IO/Uncompress/Gunzip.html
IO::Uncompress::Inflate,-ReadRFC1950files/buffers,https://perldoc.perl.org/5.32.0/IO/Uncompress/Inflate.html
IO::Uncompress::RawInflate,-ReadRFC1951files/buffers,https://perldoc.perl.org/5.32.0/IO/Uncompress/RawInflate.html
IO::Uncompress::Unzip,-Readzipfiles/buffers,https://perldoc.perl.org/5.32.0/IO/Uncompress/Unzip.html
IO::Zlib,-IO::styleinterfacetoCompress::Zlib,https://perldoc.perl.org/5.32.0/IO/Zlib.html
IPC::Cmd,-findingandrunningsystemcommandsmadeeasy,https://perldoc.perl.org/5.32.0/IPC/Cmd.html
IPC::Msg,-SysVMsgIPCobjectclass,https://perldoc.perl.org/5.32.0/IPC/Msg.html
IPC::Open2,-openaprocessforbothreadingandwritingusingopen2(),https://perldoc.perl.org/5.32.0/IPC/Open2.html
IPC::Open3,"-openaprocessforreading,writing,anderrorhandlingusingopen3()",https://perldoc.perl.org/5.32.0/IPC/Open3.html
IPC::Semaphore,-SysVSemaphoreIPCobjectclass,https://perldoc.perl.org/5.32.0/IPC/Semaphore.html
IPC::SharedMem,-SysVSharedMemoryIPCobjectclass,https://perldoc.perl.org/5.32.0/IPC/SharedMem.html
IPC::SysV,-SystemVIPCconstantsandsystemcalls,https://perldoc.perl.org/5.32.0/IPC/SysV.html
JSON::PP,-JSON::XScompatiblepure-Perlmodule.,https://perldoc.perl.org/5.32.0/JSON/PP.html
JSON::PP::Boolean,-dummymoduleprovidingJSON::PP::Boolean,https://perldoc.perl.org/5.32.0/JSON/PP/Boolean.html
List::Util,-Aselectionofgeneral-utilitylistsubroutines,https://perldoc.perl.org/5.32.0/List/Util.html
List::Util::XS,-IndicateifList::UtilwascompiledwithaCcompiler,https://perldoc.perl.org/5.32.0/List/Util/XS.html
Locale::Maketext,-frameworkforlocalization,https://perldoc.perl.org/5.32.0/Locale/Maketext.html
Locale::Maketext::Guts,-DeprecatedmoduletoloadLocale::Maketextutf8code,https://perldoc.perl.org/5.32.0/Locale/Maketext/Guts.html
Locale::Maketext::GutsLoader,-DeprecatedmoduletoloadLocale::Maketextutf8code,https://perldoc.perl.org/5.32.0/Locale/Maketext/GutsLoader.html
Locale::Maketext::Simple,-SimpleinterfacetoLocale::Maketext::Lexicon,https://perldoc.perl.org/5.32.0/Locale/Maketext/Simple.html
Math::BigFloat,-Arbitrarysizefloatingpointmathpackage,https://perldoc.perl.org/5.32.0/Math/BigFloat.html
Math::BigInt,-Arbitrarysizeinteger/floatmathpackage,https://perldoc.perl.org/5.32.0/Math/BigInt.html
Math::BigInt::Calc,-PurePerlmoduletosupportMath::BigInt,https://perldoc.perl.org/5.32.0/Math/BigInt/Calc.html
Math::BigInt::FastCalc,-Math::BigInt::CalcwithsomeXSformorespeed,https://perldoc.perl.org/5.32.0/Math/BigInt/FastCalc.html
Math::BigInt::Lib,-virtualparentclassforMath::BigIntlibraries,https://perldoc.perl.org/5.32.0/Math/BigInt/Lib.html
